State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
AL,Athens,Rolling Vista Dr,35613,4,2,1932,162.9917184,0.2,314100,1914,34.75443,-86.88578,314900
AL,Owens Cross Roads,Eastwood Dr,35763,3,2,1654,181.3180169,1.65,298300,1934,34.61488,-86.45121,299900
AL,Gulf Shores,E 22nd Ave,36542,3,2,1305,252.7969349,0.351,,,30.275293,-87.68028,329900
AL,Montgomery,Limestone Ct,36117,2,3,1320,101.5151515,,116400,1150,32.35384,-86.20596,134000
AL,Scottsboro,Woodall Ln,35768,3,2,1586,157.5662043,0.37,247400,1235,34.67045,-86.05488,249900
AL,Tuscaloosa,Havenridge Loop,35405,4,3,2526,170.1900238,0.25,,,33.12312,-87.54705,429900
AL,Athens,Thomas St,35611,3,1,1100,147.2727273,1,,,34.801434,-86.959984,162000
AL,Montgomery,Cottingham Dr,36106,4,2,1680,77.38035714,0.2761,128800,1394,32.34567,-86.23511,129999
AL,Chickasaw,6th St,36611,2,1,1316,72.56838906,0.1606,94900,1099,30.762444,-88.08054,95500
AL,Centreville,Wilson Rd,35042,3,2,1408,99.36079545,0.61,137400,1350,32.98726,-87.21477,139900
AL,Jasper,Forest Rd,35504,3,2,1800,152.7777778,,153900,1635,33.857433,-87.262695,275000
AL,Birmingham,5th Way Cir NW,35215,3,3,1992,110.4417671,0.42,184200,1270,33.642715,-86.702225,220000
AL,Dothan,Wimbledon Dr,36305,4,2,2241,124.9442213,0.34,277900,2064,31.211576,-85.453156,280000
AL,Daphne,Rolling Hill Dr,36526,4,4,2755,96.18874773,0.259,,,30.64606,-87.88291,265000
AL,Dothan,Granberry Dr,36303,3,1,1289,100.7757952,0.34,118900,1185,31.275568,-85.43938,129900
AL,Florence,Malone Cir,35630,3,2,1272,141.4308176,0.23,178800,1495,34.825504,-87.6715,179900
AL,Montgomery,Wilmington Rd,36105,3,2,1732,35.79676674,,59900,1320,32.34212,-86.30114,62000
AL,Birmingham,23rd St SW,35211,3,2,1360,44.04411765,0.17,,,33.485176,-86.87472,59900
AL,Mobile,S Georgia Ave,36604,4,3,3723,195.8098308,0.1504,729200,3759,30.680508,-88.06529,729000
AL,Saraland,Pake Rd,36571,3,2,2032,145.1766732,1.65,,,30.847399,-88.13863,294999
AL,Robertsdale,Roserun Rd,36567,4,5,2950,167.7966102,3,,,30.642878,-87.67365,495000
AL,Montgomery,Greensboro Dr,36108,3,2,1000,110,0.19,106800,950,32.303844,-86.34714,110000
AL,Huntsville,Marymont Dr NW,35810,3,2,1320,155.3030303,0.3,204200,1494,34.778187,-86.605255,205000
AL,Fairhope,Fairfax Dr,36532,5,4,3479,185.369359,0.475,,,30.504642,-87.87718,644900
AL,Fairhope,Viale Trentino,36532,3,4,3238,208.4620136,0.26,,,30.557747,-87.896324,675000
AL,Huntsville,Blake Bottom Rd,35806,5,4,4600,173.6956522,2.1,,,34.78706,-86.70479,799000
AL,Huntsville,Kenwood Dr NW,35810,4,2,1569,143.3397068,0.43,224100,1432,34.784073,-86.58795,224900
AL,Pelham,Hidden Creek Cir,35124,2,2,1175,187.2340426,0.07,,,33.28992,-86.80459,220000
AL,Prattville,Buckeye Cir,36067,3,2,1144,135.4895105,6.07,146900,1200,32.59268,-86.69812,155000
AL,Fairhope,Wisteria St,36532,4,4,3384,162.5295508,0.4,511400,2999,30.51387,-87.90105,550000
AL,Eufaula,Highway 30,36027,3,1,1216,119.2434211,0.45,138400,1099,31.872173,-85.21629,145000
AL,Mobile,Spring Grv N,36695,3,2,1539,155.9454191,0.2047,239800,1679,30.644339,-88.25151,240000
AL,Montgomery,Colgate Dr,36109,3,2,1706,99.58968347,0.249655647,,,32.384464,-86.22411,169900
AL,Fairhope,Royal Ln,36532,4,2,2060,203.3980583,0.394,,,30.517668,-87.85656,419000
AL,Enterprise,Stoneridge Rd,36330,3,2,1511,142.2898743,0.23,,,31.326319,-85.883064,215000
AL,Birmingham,47th St W,35208,4,2,2113,59.11026976,0.16,121500,1132,33.48694,-86.90086,124900
AL,Florence,Edgewood Dr,35630,3,1,1089,151.4233242,0.12,163500,999,34.817142,-87.68756,164900
AL,Ozark,S Highway 123,36360,3,2,1366,100.2928258,0.41,,665,31.412834,-85.61016,137000
AL,Scottsboro,Skyline Shores Dr,35769,3,4,2509,288.9597449,,667100,3721,34.571102,-86.11438,725000
AL,Boaz,Fire Tower Rd,35956,5,3,2554,77.91699295,3.32,184300,1796,34.157356,-86.18112,199000
AL,Guntersville,Browns Valley Rd,35976,5,4,3862,200.6732263,6,714200,2921,34.287952,-86.39717,775000
AL,Anniston,Crestview Rd,36207,4,3,2694,57.49814402,0.49,,,33.649113,-85.79814,154900
AL,Crane Hill,County Road 168,35053,3,2,1100,327.1818182,,359200,2839,33.96913,-87.106636,359900
AL,Theodore,Rester Rd,36582,3,2,2300,52.13043478,0.5439,,,30.565338,-88.20124,119900
AL,Mobile,Lumpkin Grove Ln,36608,3,2,1404,170.9045584,0.2502,239200,1628,30.64717,-88.32544,239950
AL,Daleville,Richardson Dr,36322,3,2,1530,111.0457516,0.29,168900,1452,31.31328,-85.703,169900
AL,Dothan,Santolina Rd,36303,4,4,2180,121.5137615,0.38,262500,1963,31.238642,-85.42869,264900
AL,Tuscaloosa,Stardust Dr,35405,4,3,2096,143.0820611,0.26,299400,1700,33.116016,-87.56847,299900
AL,Gadsden,N 32nd St,35904,3,2,1728,72.28009259,0.23,,,34.02474,-86.05376,124900
AL,Madison,Henderson Cir,35756,3,2,1968,193.0386179,0.95,379300,1925,34.74326,-86.802666,379900
AL,Selma,Barker St,36701,3,2,1655,69.42598187,0.32,,,32.40305,-87.05787,114900
AL,Repton,Halls Crossroads Rd,36475,3,2,1740,143.6781609,2,249100,820,31.401741,-87.3086,250000
AL,Anniston,Belmont Rd,36207,4,4,3125,63.2,0.37,189800,2034,33.6485,-85.81168,197500
AL,Alabaster,Vincent St,35007,4,2,1898,136.9336143,0.18,,,33.177425,-86.822235,259900
AL,Athens,W Hobbs St,35611,4,2,1566,159.0038314,,,,34.8054,-86.985596,249000
AL,Montgomery,E Audubon Rd,36111,3,1,1432,45.39106145,0.31,,,32.327934,-86.28739,65000
AL,Foley,Abbey Loop,36535,3,2,1676,167.0047733,0.2,278500,1949,30.425716,-87.69967,279900
AL,Oxford,Ina Ln,36203,3,2,1680,55.35714286,0.38,,,33.587418,-85.91039,93000
AL,Crane Hill,County Road 870,35053,3,1,1253,94.17398244,8.8,117300,1106,34.057236,-87.0346,118000
AL,Ramer,Strawberry Ct,36069,3,1,1050,119.047619,1,122800,1025,32.05632,-86.18998,125000
AL,Orange Beach,Carondelette Dr,36561,3,3,2054,340.7984421,0.362,,,30.279825,-87.57666,700000
AL,Orange Beach,Turtle Key Dr,36561,6,6,3138,286.8068834,1.23,896800,8482,30.303347,-87.47633,900000
AL,Cullman,County Road 897,35057,3,3,1680,184.5238095,2.3,213500,1650,34.17419,-87.00112,310000
AL,Prichard,Lorraine Ave,36610,2,1,1000,30,0.5,28100,1099,30.74002,-88.085205,30000
AL,Foley,Chloe St,36535,3,2,1898,192.3076923,0.172,,,30.368938,-87.70316,365000
AL,Florala,Babe Lawrence Rd,36442,4,5,1400,196.4285714,21.44,274400,1674,31.01055,-86.250656,275000
AL,Hartford,Loveless St,36344,3,2,1176,144.4727891,0.27,,,31.118282,-85.672005,169900
AL,Harvest,Centennial Dr,35749,4,2,1948,159.137577,0.47,,,34.83901,-86.75245,310000
AL,Brundidge,State Highway 10,36010,4,3,1652,102.905569,2.35,163500,1275,31.726835,-85.755905,170000
AL,Montgomery,Croydon Rd,36109,3,2,1422,137.0604782,0.33,,,32.38984,-86.24046,194900
AL,Harvest,Clydesdale Ln,35749,3,2,2063,138.1483277,0.2,,,34.832855,-86.77445,285000
AL,Trussville,Cahaba Forest Dr,35173,3,2,2032,145.1771654,0.36,296600,1781,33.6051,-86.599915,295000
AL,Falkville,County Road 1447,35622,3,2,1326,158.2956259,0.5,,,34.298946,-86.8004,209900
AL,Attalla,5th St NW,35954,3,2,2225,57.97752809,0.26,,,34.024174,-86.090225,129000
AL,Auburn,Belmonte Dr,36830,3,2,1881,175.4385965,0.34,,,32.5428,-85.512436,330000
AL,Gulf Shores,Orleans St,36542,4,4,2941,255.0153009,0.083,,,30.281633,-87.69963,750000
AL,Goodwater,County Road 123,35072,3,2,1392,96.98275862,3.7,,,33.0917,-86.06,135000
AL,Satsuma,Dale Dr,36572,3,2,1640,134.0853659,0.3253,218500,1500,30.86227,-88.04361,219900
AL,Huntsville,Mercator Dr NW,35810,4,3,2800,64.25,0.433884298,179400,1774,34.80451,-86.61303,179900
AL,Owens X Rds,Winstead Cir,35763,3,2,1520,170.3947368,0.12855831,257700,1674,34.567997,-86.44204,259000
AL,Irvington,Irvington Bayou La Batre Hwy,36544,3,2,1593,52.66792216,0.9411,,528,30.461224,-88.235054,83900
AL,Mobile,Upham Pl,36607,3,2,1689,148.0165779,0.2428,249200,1500,30.689117,-88.090034,250000
AL,Northport,Saint James Ct,35475,3,2,1518,177.7997365,,257500,1635,33.298985,-87.60132,269900
AL,Pelham,Shine Dr,35124,3,3,1412,157.1529745,0.08,223900,1565,33.32549,-86.81488,221900
AL,Fairhope,Mockingbird Ln,36532,4,3,3146,190.6865861,0.3,573200,2500,30.572453,-87.88975,599900
AL,Birmingham,Matt Aaron Ln,35215,3,2,2032,127.9527559,0.2,260700,1622,33.651306,-86.658325,260000
AL,Odenville,Kelly Creek Rd,35120,4,3,2374,136.8576243,1,,,33.59886,-86.44331,324900
AL,Madison,Liberty Dr,35758,4,3,2155,162.412529,0.2,349400,2050,34.723103,-86.75427,349999
AL,Gallant,Conservation Lake Rd,35972,4,2,2252,53.15275311,7.84,108700,1566,33.990604,-86.2719,119700
AL,Mobile,Schillinger Rd S,36695,3,2,1456,147.8399725,0.4251,215700,1599,30.656637,-88.22562,215255
AL,Tuscaloosa,18th St,35401,4,3,1656,105.6763285,,175100,1794,33.19431,-87.5363,175000
AL,Dothan,Doncaster Way,36305,3,2,2008,129.4322709,0.64,245600,1882,31.235125,-85.48253,259900
AL,Northport,Garden Creek Ln,35473,4,3,2486,128.6806114,,313200,2429,33.28883,-87.63584,319900
AL,Montgomery,Fletcher Hill Dr,36117,4,2,2548,129.5133438,0.29,,,32.348503,-86.16927,330000
AL,Birmingham,Redmont Dr,35213,3,4,4570,147.702407,0.92,,,33.509537,-86.76526,675000
AL,Oxford,Timber Ln,36203,4,3,2723,115.6812339,0.4,,,33.605072,-85.85956,315000
AL,Montgomery,Bitford Way,36108,3,2,1882,63.76195537,0.23,,,32.30931,-86.346,120000
AL,Orange Beach,Parks Edge,36561,4,5,2655,425.4237288,0.0826,,,30.261618,-87.62822,1129500
AL,Pelham,Wooddale Dr,35124,3,2,2134,140.5342081,0.49,295200,2160,33.34166,-86.80331,299900
AL,Harvest,Burwell Valley Ln,35749,3,2,1641,179.7684339,0.5,295000,1780,34.84083,-86.6938,295000
AL,Theodore,Rabbit Creek Dr,36582,3,3,2476,181.7447496,1.1,444700,2848,30.571985,-88.13434,450000
AL,Millbrook,Jackson Rd,36054,3,2,1969,116.7597765,0.5023,,,32.491154,-86.365776,229900
AL,Sylacauga,Brentwood St,35150,3,1,1183,83.68554522,0.19,,957,33.17647,-86.24123,99000
AL,Gadsden,Montclair Dr,35901,3,2,1762,187.23042,0.858585859,329300,1466,33.9497,-86.00235,329900
AL,Harvest,Plantation Park Dr,35749,3,2,1501,195.4630247,0.18,,,34.800083,-86.79375,293390
AL,Semmes,Webster Ln,36575,2,2,1248,125.6009615,3.2161,,1300,30.812702,-88.26252,156750
AL,Leeds,Sunset Dr,35094,3,1,1305,114.8659004,0.19,,,33.548435,-86.53135,149900
AL,Semmes,Semmes Woods Dr,36575,4,3,1856,139.5474138,0.4867,268000,1877,30.762589,-88.285416,259000
AL,Jacksonville,Brierwood Pl SW,36265,3,2,1502,170.1065246,0.41,,,33.785233,-85.784805,255500
AL,Montgomery,Stonewood Ct,36117,4,2,2226,103.7735849,0.58,,,32.35818,-86.2068,231000
AL,Lillian,Prairie Field Dr,36549,3,2,1641,166.9713589,0.1791,,,30.412874,-87.47746,274000
AL,Kennedy,Wiggins Rd,35555,2,1,1496,118.2486631,20,174100,1114,31.572191,-87.93222,176900
AL,Weaver,Cedar Springs Rd,36277,3,3,2208,81.47644928,1.42,,,33.76039,-85.82781,179900
AL,Tuscaloosa,Rice Mine Rd N APT G202,35406,2,3,1152,151.9097222,0,174600,1727,33.227802,-87.53599,175000
AL,Pell City,11th Ave N,35125,2,2,1843,97.66684753,0.52,,,33.6012,-86.280464,180000
AL,Muscle Shoals,W Ford Ave,35661,3,2,1992,91.61646586,0.35,,,34.751568,-87.67739,182500
AL,Birmingham,Cornell Dr,35210,4,2,2148,132.6350093,0.24,,,33.524174,-86.69961,284900
AL,Foley,Gavin Ln,36535,2,2,1130,318.5840708,0.275,,,30.410442,-87.82357,360000
AL,Selma,County Road 210,36701,3,2,1200,124.9166667,20,,,32.48699,-87.12834,149900
AL,Wilmer,Deer Ridge Dr,36587,4,3,2528,157.8322785,1.82,385400,2582,30.852259,-88.340706,399000
AL,Elkmont,Cotton Belt Rd,35620,3,1,1297,196.6075559,2.57,255300,1599,34.924484,-87.122505,255000
AL,Summerdale,Ridge Rd,36580,3,3,2366,422.6542688,0.89,,,30.438637,-87.80888,1000000
AL,Piedmont,Hebble Hwy,36272,3,3,2180,119.2201835,3.27,259000,1665,33.921463,-85.579666,259900
AL,Birmingham,4th Ave W,35204,3,2,1637,76.90897984,0.18,124700,1048,33.506744,-86.84448,125900
AL,Birmingham,Fulton Ave,35217,3,1,1560,70.44871795,0.17,,1058,33.57448,-86.77249,109900
AL,Chickasaw,5th Ave,36611,4,3,2028,44.32938856,0.3284,,,30.764635,-88.09703,89900
AL,Mobile,Hamilton Creek Dr W,36695,3,3,1825,131.4520548,1,240400,1716,30.635262,-88.27472,239900
AL,Gulf Shores,W Beach Blvd,36542,4,3,1915,519.5822454,0.1377,,,30.246576,-87.701324,995000
AL,Alabaster,Kentwood Dr,35007,5,3,2562,161.9828259,0.23,350100,2117,33.217987,-86.84071,415000
AL,Mobile,Copperfield Dr E,36608,3,2,1467,153.3742331,0.2279,224600,1400,30.674248,-88.2641,225000
AL,Dothan,Tattnall Dr,36301,3,2,2130,150.1877934,0.200875,319100,1824,31.225897,-85.42912,319900
AL,Thomasville,Old Highway 5 N,36784,4,3,2808,137.1082621,10,,,31.938192,-87.68484,385000
AL,Elberta,Coleman Ln,36530,3,3,3221,170.7544241,0.467,528300,2500,30.371277,-87.61959,550000
AL,Dothan,Ridgecrest Loop,36301,4,3,2318,146.6350302,0.20661157,,,31.168629,-85.43666,339900
AL,Prattville,Nina Dr,36066,4,3,2368,147.7618243,0.24,,,32.436718,-86.41451,349900
AL,Holly Pond,County Road 794,35083,2,1,860,188.372093,0.42,,,34.15418,-86.630554,162000
AL,Phenix City,Lee Road 916,36870,3,2,1308,160.4740061,0.36,,,32.500706,-85.09308,209900
AL,Gulf Shores,W Beach Blvd #303,36542,1,2,676,841.7159763,,,,30.24987,-87.674126,569000
AL,Montgomery,Malone Dr,36106,3,3,2118,94.19263456,0.11,,,32.35727,-86.26152,199500
AL,Tuscaloosa,Covington Villas Dr,35405,3,2,1253,143.575419,,185400,1350,33.14921,-87.454544,179900
AL,Mobile,Trailwood Dr E,36608,3,2,1134,160.4938272,0.2757,176200,1300,30.672604,-88.271255,182000
AL,Ohatchee,Ember Ln,36271,3,1,1088,130.9742647,0.52,,,33.78452,-85.950294,142500
AL,Huntsville,Morning Star Dr,35811,3,2,1468,177.0435967,0.433884298,259600,1741,34.770145,-86.46088,259900
AL,Tallassee,Dee Ln,36078,3,2,2446,40.88307441,2.2,,,32.54265,-85.94747,100000
AL,Town Creek,Highway 157,35672,3,2,1370,131.3138686,6.6,180300,1569,34.58403,-87.41709,179900
AL,Dothan,S Brannon Stand Rd,36305,3,2,1733,124.0623197,1,,,31.199621,-85.47844,215000
AL,Huntsville,Holstein Ln SW,35803,4,3,2304,169.2708333,0.241046832,390600,2094,34.59971,-86.56846,390000
AL,Montgomery,E Moye Dr,36109,3,2,2296,87.10801394,0.29,196500,1575,32.371906,-86.23705,200000
AL,Ozark,Marley Mill Rd,36360,3,3,1534,56.06258149,1.51,,,31.489447,-85.68603,86000
AL,Mobile,K Busby Rd,36695,3,2,1454,79.09215956,1.0188,116100,1599,30.627316,-88.32781,115000
AL,Higdon,County Road 815,35979,2,2,1043,115.0527325,6,118000,909,34.82562,-85.62668,120000
AL,Falkville,Mount Carmel Rd,35622,3,2,1190,83.94957983,1.2,101300,1525,34.321056,-86.8095,99900
AL,Montgomery,Larkspur Ct,36117,3,2,1428,133.0532213,0.33,188400,1400,32.406235,-86.1868,190000
AL,Pike Road,Windwood Ct,36064,4,3,3577,118.8146491,6.38,,,32.32323,-86.11397,425000
AL,Cedar Bluff,County Road 75,35959,3,3,3000,145,12,432600,981,34.2582,-85.6109,435000
AL,Graysville,Main St,35073,3,2,1200,100,0.48,118200,1374,33.636436,-86.916176,120000
AL,Birmingham,7th Ave N,35222,2,2,1040,136.5384615,0.19,,,33.533733,-86.77538,142000
AL,Dothan,S State Highway 605,36301,3,2,1936,87.80991736,1.195,161600,1642,31.10578,-85.45025,170000
AL,Oxford,McPherson St,36203,3,2,2404,87.31281198,0.51,,,33.612568,-85.83819,209900
AL,Kinsey,Walden Dr,36303,3,1,1025,126.8292683,0.19,129300,1200,31.276136,-85.33994,130000
AL,Montgomery,Young Orchard Ct,36106,3,3,1762,108.9670829,0.13,188700,1597,32.349503,-86.22742,192000
AL,Madison,New Bristol Ln,35756,3,2,1588,176.3224181,0.208907254,279200,1994,34.689842,-86.7954,280000
AL,Montgomery,Hallwood Ln,36117,3,2,1739,149.453709,0.22,259500,1792,32.32594,-86.1521,259900
AL,Phenix City,Lee Road 215,36870,5,2,1462,75.17099863,0.47,,,32.486645,-85.081024,109900
AL,Gulf Shores,Raintree Ln,36542,4,3,1870,187.1122995,0.22,,,30.329502,-87.67569,349900
AL,Pell City,Avondale Dr,35125,3,2,1680,190.4166667,0.27,,,33.582497,-86.24735,319900
AL,Lester,W Limestone School Rd,35647,3,2,2070,149.7101449,1,,,34.9392,-87.12564,309900
AL,Foley,Riverwood Dr W,36535,3,2,1400,167.8571429,0.541,224700,2199,30.330416,-87.705025,235000
AL,Birmingham,Sylvaner Ln,35244,4,3,2800,116.0714286,0.41,,,33.390305,-86.76394,325000
AL,Birmingham,Winchester Hills Way,35215,3,2,1178,158.7436333,0.22,,,33.663662,-86.66106,187000
AL,Chelsea,Springfield Dr,35043,4,3,2522,170.4599524,0,,,33.34328,-86.57302,429900
AL,Hartford,Creel St,36344,3,2,1300,146.0769231,0.27,,,31.117764,-85.673,189900
AL,Killen,Fox Run Ct,35645,3,3,1992,100.3514056,0.58,,,34.87265,-87.55514,199900
AL,Montgomery,Lake Forest Ct,36117,4,3,2250,142.1777778,0.29,,,32.38442,-86.16083,319900
AL,Hartselle,Crown Pointe Dr NE,35640,3,2,2078,144.3214629,,299800,1852,34.454365,-86.9081,299900
AL,Orange Beach,Perdido Beach Blvd #605,36561,2,2,829,778.0458384,2,,,30.267426,-87.591835,645000
AL,Mentone,Road 948,35984,3,3,3000,131.6666667,4.6,372700,3088,34.544693,-85.59335,395000
AL,Phenix City,Patricia Dr,36869,3,2,1703,32.23722842,1.57,,,32.461216,-85.08371,54900
AL,Deatsville,Deatsville Hwy,36022,3,2,1718,130.9080326,1.58,220100,1417,32.549854,-86.39342,224900
AL,Mobile,Elmira St,36604,2,1,868,224.6543779,0.15,194100,1099,30.679043,-88.05847,195000
AL,Gulf Shores,W 10th St #M,36542,4,4,1800,516.6666667,,,,30.245281,-87.7136,930000
AL,Montgomery,Oak Forest Dr,36109,3,1,1217,67.37880033,0.189393939,80700,995,32.37769,-86.26625,82000
AL,Robertsdale,C R Watson Rd,36567,3,2,1620,362.962963,6,581800,1800,30.623487,-87.43762,588000
AL,Heflin,Briarcliff Rd,36264,4,2,1736,143.9516129,0.08,250000,1450,33.635853,-85.58274,249900
AL,Fairhope,Newsome Ln,36532,4,3,2799,191.1396927,0.2802,,,30.505575,-87.87388,535000
AL,Brookwood,Covered Bridge Rd,35444,3,2,1612,161.2282878,0.74,259500,1599,33.216934,-87.31431,259900
AL,Gulf Shores,Crimson Ridge St,36542,4,2,2025,167.9012346,0.1896,,,30.322237,-87.67129,340000
AL,Harvest,Rain Oak Dr,35749,4,3,2357,148.4938481,0.457988981,,,34.868828,-86.76247,350000
AL,Huntsville,Barcody Rd SE,35802,4,2,2445,183.6400818,1,448800,2600,34.704407,-86.559586,449000
AL,Blountsville,State Highway 55,35031,3,4,2880,121.4930556,1.12,,,34.122196,-86.59189,349900
AL,Athens,Elkton St,35611,2,1,1120,169.5535714,0.45,,,34.81871,-86.95468,189900
AL,Fairhope,Beaver Creek Dr,36532,4,5,4317,463.2846884,0.98,1979700,7783,30.484615,-87.91138,2000000
AL,Madison,Hardiman Rd,35756,3,2,2132,166.5103189,0.45,354800,2134,34.698223,-86.79937,355000
AL,Auburn,Moores Mill Rd,36830,2,1,1050,395.2380952,0.26,,,32.59671,-85.473976,415000
AL,Huntsville,Kingswood Dr,35806,3,3,2349,142.6138782,,334500,2100,34.780624,-86.70314,335000
AL,Birmingham,Court O,35228,4,2,1089,117.0798898,0.15,21400,832,33.473877,-86.89063,127500
AL,Newton,Windmill Rd,36352,4,3,2213,149.0736557,0.65,326500,2231,31.222616,-85.65402,329900
AL,Mobile,Bond St,36607,4,2,1483,114.6325017,0.034,,,30.710289,-88.11094,170000
AL,Montgomery,Warrenton Rd,36111,5,5,4422,74.60425147,0.43,,,32.341038,-86.26618,329900
AL,Dothan,Tyson Rd,36301,4,3,2798,117.9413867,1.45,330000,1523,31.155933,-85.42003,330000
AL,Attalla,NE Hughes Ave,35954,4,3,2510,25.85657371,0.17,,,34.0201,-86.08261,64900
AL,Laceys Spring,Highland Ave,35754,3,2,1173,144.8422847,0.6,,,34.486988,-86.60784,169900
AL,Smiths Station,Lee Road 318,36877,4,2,1895,139.8416887,0.33,,,32.54179,-85.05192,265000
AL,Birmingham,53rd St N,35212,3,2,1159,34.51251079,0.19,38400,1157,33.53927,-86.7564,40000
AL,Montgomery,Semmes Dr,36106,4,2,2026,98.71668312,0.32,,,32.343113,-86.23861,200000
AL,Gulf Shores,Cobblestone Ct,36542,3,3,2337,183.9965768,0.327,,,30.315891,-87.69523,430000
AL,Orange Beach,Lindsey Ln #A,36561,3,2,1125,311.1111111,0.042,,,30.287527,-87.611046,350000
AL,Montgomery,John Dunn Ct W,36117,4,2,1685,148.3679525,0.29,,,32.355934,-86.1989,250000
AL,Orange Beach,Perdido Gate Dr,36561,5,4,3698,213.3585722,0.87,,,30.305437,-87.51798,789000
AL,Sylacauga,Talladega Hwy,35150,3,3,2494,120.2886929,0.32,299500,977,33.19733,-86.23693,300000
AL,Fayette,Highway 129,35555,5,2,2408,41.5282392,1.3,91200,1895,33.751877,-87.79632,100000
AL,Prattville,Linden Ln,36066,3,2,1698,147.1731449,0.172176309,,,32.472797,-86.423615,249900
AL,Cullman,County Road 285,35057,3,2,3266,100.7348438,2,319800,1800,34.051373,-86.946335,329000
AL,Gulf Shores,Spinnaker Dr #304,36542,2,2,1250,274,,358100,1766,30.284645,-87.74911,342500
AL,Woodland,County Road 516,36280,5,3,2944,130.7404891,4.77,,,33.320923,-85.328476,384900
AL,Dadeville,Gibson Rd,36853,2,2,1082,170.9796673,4.4,173500,1142,32.83792,-85.79874,185000
AL,Riverside,Broken Arrow Creek Rd,35135,3,2,2245,122.7616927,3,276200,1517,33.65569,-86.17827,275600
AL,Spanish Fort,General Gibson Dr,36527,4,3,2430,119.3415638,0.45,,,30.676397,-87.91325,290000
AL,Mobile,Riverbend Dr #221,36605,2,2,885,138.8700565,2.466,,811,30.623667,-88.09662,122900
AL,Harvest,Alt Harvest Rd,35749,2,2,1740,78.73563218,0.29,136900,1599,34.854713,-86.74925,137000
AL,Daphne,Rhone Dr,36526,4,4,2687,248.9765538,0.356,,,30.625963,-87.87585,669000
AL,Mobile,Regency Ct N,36609,4,3,2666,147.9744936,0.4608,394500,2500,30.674017,-88.1731,394500
AK,Wasilla,Taffy Cir,99654,5,2,2409,231.6313823,1.02,547000,2996,61.533855,-149.51038,558000
AK,Soldotna,Sierra Heights St,99669,3,3,1578,228.0735108,0.42,358000,1999,60.487514,-151.107,359900
AK,Anchorage,Sandy Cir,99507,4,3,2153,220.6223874,0.16,479900,3049,61.14716,-149.81871,475000
AK,Wasilla,S Twilight Dr,99623,3,2,1230,260.1626016,0.92,,,61.474842,-149.74196,320000
AK,Anchorage,E 4th Ave,99504,1,1,500,258,0.57,298400,1571,61.218266,-149.73889,129000
AK,Anchorage,George Bell Cir,99515,4,3,3031,223.3586275,0.4,678600,3499,61.095856,-149.85063,677000
AK,Anchorage,W 46th Ave,99517,4,3,2022,239.8615232,0.16,485900,2999,61.17928,-149.92183,485000
AK,Fairbanks,September Ct,99709,2,2,1450,324.0689655,2.8,465000,1917,64.94744,-147.86285,469900
AK,Chugiak,Jasmine Rd,99567,2,1,1008,322.4206349,1.62,325400,1588,61.394936,-149.44946,325000
AK,Wasilla,N Overview Dr,99623,3,3,1592,260.0502513,2.25,412200,2136,61.627693,-149.58012,414000
AK,Anchorage,Atkinson Dr,99504,2,1,720,375,0.13,275100,1982,61.208008,-149.76546,270000
AK,Kenai,Woodwill Dr,99611,4,2,1572,206.7430025,0.97,323000,1954,60.528744,-151.128,325000
AK,Chugiak,Birchtree St,99567,3,2,1860,349.4086022,1.55,,,61.37933,-149.53429,649900
AK,North Pole,Four D Ct,99705,3,2,1744,128.956422,0.9,211300,2299,64.76754,-147.32072,224900
AK,Fairbanks,Pickering Dr,99709,3,2,1200,266.5833333,1.9,,,64.8012,-147.97546,319900
AK,Anchorage,Jefferson Ave,99517,4,2,1344,215.7738095,0.22,291200,2591,61.183887,-149.9138,290000
AK,Fairbanks,Craft Ave,99709,4,4,4000,209.75,1.9,829400,4184,64.81095,-147.97069,839000
AK,Anchorage,Norm Dr,99507,2,1,1040,240.2884615,0.09,253300,2070,61.163013,-149.82256,249900
AK,Anchorage,Leary Bay Cir,99515,4,3,2300,286.5217391,0.19,659200,3599,61.112778,-149.92422,659000
